Airport,Month,Dest,Arr_sum,LateArr_sum,n.x,Origin,Dep_sum,LateDep_sum,n.y,Total flights,Arriveral ontime percentage (%),Departure ontime percentage (%),Airport/City
SEA,Nov-2008,SEA,7887,1349,7887,SEA,7881,960,7881,15768,83%,88%,
SEA,Feb-2008,SEA,7858,1945,7858,SEA,7867,1520,7867,15725,75%,81%,
CVG,Mar-2008,CVG,7837,1809,7837,CVG,7859,1692,7859,15696,77%,78%,
CVG,Apr-2008,CVG,7847,1148,7847,CVG,7832,1023,7832,15679,85%,87%,
SAN,Jan-2008,SAN,7830,2079,7830,SAN,7848,1773,7848,15678,73%,77%,
PHL,Dec-2008,PHL,7801,2618,7801,PHL,7795,2249,7795,15596,66%,71%,
CVG,Jun-2008,CVG,7764,1739,7764,CVG,7792,1686,7792,15556,78%,78%,
CVG,Aug-2008,CVG,7724,1243,7724,CVG,7759,1227,7759,15483,84%,84%,
MDW,Mar-2008,MDW,7695,1749,7695,MDW,7710,2102,7710,15405,77%,73%,
PHL,Nov-2008,PHL,7678,1953,7678,PHL,7696,1467,7696,15374,75%,81%,
MDW,Apr-2008,MDW,7651,1219,7651,MDW,7656,1370,7656,15307,84%,82%,
MDW,May-2008,MDW,7625,1074,7625,MDW,7633,1260,7633,15258,86%,83%,
TPA,Mar-2008,TPA,7558,1977,7558,TPA,7554,1709,7554,15112,74%,77%,
CVG,Feb-2008,CVG,7534,2140,7534,CVG,7542,1736,7542,15076,72%,77%,
MDW,Jan-2008,MDW,7508,1612,7508,MDW,7566,2033,7566,15074,79%,73%,
PHL,Feb-2008,PHL,7455,2258,7455,PHL,7439,1870,7439,14894,70%,75%,
MDW,Jul-2008,MDW,7392,1141,7392,MDW,7382,1442,7382,14774,85%,80%,
SAN,Feb-2008,SAN,7337,1814,7337,SAN,7336,1635,7336,14673,75%,78%,
DCA,May-2008,DCA,7303,1136,7303,DCA,7296,895,7296,14599,84%,88%,
MDW,Aug-2008,MDW,7264,953,7264,MDW,7284,1236,7284,14548,87%,83%,
MDW,Jun-2008,MDW,7235,1504,7235,MDW,7262,1907,7262,14497,79%,74%,
SAN,Oct-2008,SAN,7230,732,7230,SAN,7247,675,7247,14477,90%,91%,
MDW,Oct-2008,MDW,7230,586,7230,MDW,7226,857,7226,14456,92%,88%,
DCA,Jul-2008,DCA,7213,1688,7213,DCA,7202,1299,7202,14415,77%,82%,
DCA,Oct-2008,DCA,7190,686,7190,DCA,7182,526,7182,14372,90%,93%,
DCA,Apr-2008,DCA,7165,1322,7165,DCA,7149,969,7149,14314,82%,86%,
DCA,Mar-2008,DCA,7123,1569,7123,DCA,7096,1174,7096,14219,78%,83%,
DCA,Aug-2008,DCA,7081,1258,7081,DCA,7059,983,7059,14140,82%,86%,
SAN,Sep-2008,SAN,7071,666,7071,SAN,7057,583,7057,14128,91%,92%,
DCA,Jan-2008,DCA,7022,1192,7022,DCA,7024,814,7024,14046,83%,88%,
MEM,Mar-2008,MEM,6977,1881,6977,MEM,7014,1738,7014,13991,73%,75%,
TPA,Apr-2008,TPA,6988,1379,6988,TPA,6982,1073,6982,13970,80%,85%,
DCA,Jun-2008,DCA,6956,1985,6956,DCA,6928,1404,6928,13884,71%,80%,
MEM,May-2008,MEM,6934,1182,6934,MEM,6939,902,6939,13873,83%,87%,
CVG,Sep-2008,CVG,6902,691,6902,CVG,6934,657,6934,13836,90%,91%,
MDW,Sep-2008,MDW,6903,541,6903,MDW,6901,701,6901,13804,92%,90%,
DCA,Sep-2008,DCA,6855,847,6855,DCA,6853,566,6853,13708,88%,92%,
MEM,Jan-2008,MEM,6801,1630,6801,MEM,6855,1438,6855,13656,76%,79%,
SAN,Nov-2008,SAN,6792,857,6792,SAN,6843,797,6843,13635,87%,88%,
SAN,Dec-2008,SAN,6774,2199,6774,SAN,6829,1901,6829,13603,68%,72%,
FLL,Mar-2008,FLL,6777,2143,6777,FLL,6793,1891,6793,13570,68%,72%,
MEM,Jul-2008,MEM,6776,990,6776,MEM,6790,987,6790,13566,85%,85%,
IAD,Mar-2008,IAD,6732,1582,6732,IAD,6733,1427,6733,13465,77%,79%,
MDW,Feb-2008,MDW,6714,1789,6714,MDW,6732,2193,6732,13446,73%,67%,
DCA,Nov-2008,DCA,6715,957,6715,DCA,6705,698,6705,13420,86%,90%,
TPA,May-2008,TPA,6712,996,6712,TPA,6706,884,6706,13418,85%,87%,
MEM,Apr-2008,MEM,6655,1377,6655,MEM,6702,1216,6702,13357,79%,82%,
CVG,Oct-2008,CVG,6677,539,6677,CVG,6666,532,6666,13343,92%,92%,
DCA,Dec-2008,DCA,6674,1652,6674,DCA,6656,1190,6656,13330,75%,82%,
MEM,Aug-2008,MEM,6656,952,6656,MEM,6669,748,6669,13325,86%,89%,
TPA,Jan-2008,TPA,6657,1315,6657,TPA,6660,1027,6660,13317,80%,85%,
MEM,Jun-2008,MEM,6643,1164,6643,MEM,6640,1066,6640,13283,82%,84%,
TPA,Jul-2008,TPA,6635,1466,6635,TPA,6634,1418,6634,13269,78%,79%,
MEM,Oct-2008,MEM,6620,637,6620,MEM,6616,503,6616,13236,90%,92%,
DCA,Feb-2008,DCA,6615,1460,6615,DCA,6586,1028,6586,13201,78%,84%,
MDW,Nov-2008,MDW,6569,666,6569,MDW,6560,799,6560,13129,90%,88%,
IAD,Jul-2008,IAD,6504,1807,6504,IAD,6530,1742,6530,13034,72%,73%,
IAD,Jan-2008,IAD,6506,1529,6506,IAD,6507,1435,6507,13013,76%,78%,
TPA,Feb-2008,TPA,6488,1844,6488,TPA,6471,1503,6471,12959,72%,77%,
TPA,Jun-2008,TPA,6457,1574,6457,TPA,6466,1459,6466,12923,76%,77%,
MEM,Sep-2008,MEM,6411,581,6411,MEM,6450,515,6450,12861,91%,92%,
IAD,May-2008,IAD,6418,1171,6418,IAD,6423,1124,6423,12841,82%,83%,
IAD,Aug-2008,IAD,6386,1367,6386,IAD,6409,1379,6409,12795,79%,78%,
MEM,Feb-2008,MEM,6333,1634,6333,MEM,6350,1428,6350,12683,74%,78%,
TPA,Aug-2008,TPA,6332,1185,6332,TPA,6320,1019,6320,12652,81%,84%,
CVG,Dec-2008,CVG,6266,1763,6266,CVG,6300,1653,6300,12566,72%,74%,
IAD,Apr-2008,IAD,6240,1364,6240,IAD,6242,1314,6242,12482,78%,79%,
TPA,Dec-2008,TPA,6250,1686,6250,TPA,6232,1374,6232,12482,73%,78%,
MDW,Dec-2008,MDW,6205,1863,6205,MDW,6270,2385,6270,12475,70%,62%,
FLL,Apr-2008,FLL,6222,1369,6222,FLL,6215,1121,6215,12437,78%,82%,
IAD,Jun-2008,IAD,6150,2143,6150,IAD,6182,1979,6182,12332,65%,68%,
CVG,Nov-2008,CVG,6150,745,6150,CVG,6147,651,6147,12297,88%,89%,
CLE,Jul-2008,CLE,6137,1254,6137,CLE,6140,1116,6140,12277,80%,82%,
MEM,Nov-2008,MEM,6092,749,6092,MEM,6108,532,6108,12200,88%,91%,
MEM,Dec-2008,MEM,6060,1662,6060,MEM,6091,1256,6091,12151,73%,79%,
FLL,Jan-2008,FLL,6053,1319,6053,FLL,6034,1104,6034,12087,78%,82%,
CLE,Aug-2008,CLE,6011,1218,6011,CLE,6007,1055,6007,12018,80%,82%,
IAD,Feb-2008,IAD,5968,1635,5968,IAD,5972,1508,5972,11940,73%,75%,
CLE,May-2008,CLE,5955,1075,5955,CLE,5947,824,5947,11902,82%,86%,
TPA,Nov-2008,TPA,5948,873,5948,TPA,5953,677,5953,11901,85%,89%,
FLL,Feb-2008,FLL,5922,1866,5922,FLL,5935,1556,5935,11857,68%,74%,
CLE,Jun-2008,CLE,5921,1532,5921,CLE,5931,1251,5931,11852,74%,79%,
CLE,Apr-2008,CLE,5890,1089,5890,CLE,5885,869,5885,11775,82%,85%,
TPA,Oct-2008,TPA,5879,778,5879,TPA,5866,619,5866,11745,87%,89%,
IAD,Oct-2008,IAD,5849,812,5849,IAD,5858,818,5858,11707,86%,86%,
OAK,Jan-2008,OAK,5793,1442,5793,OAK,5784,1309,5784,11577,75%,77%,
IAD,Sep-2008,IAD,5719,1088,5719,IAD,5720,894,5720,11439,81%,84%,
IAD,Dec-2008,IAD,5662,1457,5662,IAD,5655,1314,5655,11317,74%,77%,
MIA,Mar-2008,MIA,5644,1853,5644,MIA,5642,1686,5642,11286,67%,70%,
FLL,Dec-2008,FLL,5652,1892,5652,FLL,5624,1466,5624,11276,67%,74%,
OAK,Mar-2008,OAK,5629,1303,5629,OAK,5625,1174,5625,11254,77%,79%,
HNL,Jan-2008,HNL,5628,506,5628,HNL,5622,265,5622,11250,91%,95%,
FLL,May-2008,FLL,5558,954,5558,FLL,5561,802,5561,11119,83%,86%,
IAD,Nov-2008,IAD,5528,827,5528,IAD,5534,694,5534,11062,85%,87%,
STL,Jul-2008,STL,5528,1146,5528,STL,5517,965,5517,11045,79%,83%,
CLE,Mar-2008,CLE,5508,1538,5508,CLE,5526,1347,5526,11034,72%,76%,
MCI,Jan-2008,MCI,5492,1330,5492,MCI,5473,995,5473,10965,76%,82%,
MIA,Jan-2008,MIA,5453,1465,5453,MIA,5458,1455,5458,10911,73%,73%,
FLL,Jul-2008,FLL,5445,1248,5445,FLL,5433,1079,5433,10878,77%,80%,
TPA,Sep-2008,TPA,5431,622,5431,TPA,5414,443,5414,10845,89%,92%,
OAK,Apr-2008,OAK,5418,739,5418,OAK,5412,713,5412,10830,86%,87%,
STL,May-2008,STL,5400,1079,5400,STL,5422,1020,5422,10822,80%,81%,
MCI,Mar-2008,MCI,5401,1462,5401,MCI,5391,1157,5391,10792,73%,79%,
STL,Aug-2008,STL,5394,977,5394,STL,5390,852,5390,10784,82%,84%,
RDU,Jul-2008,RDU,5392,1451,5392,RDU,5381,1163,5381,10773,73%,78%,
STL,Jun-2008,STL,5383,1405,5383,STL,5368,1238,5368,10751,74%,77%,
PDX,Jul-2008,PDX,5361,1028,5361,PDX,5353,718,5353,10714,81%,87%,
HNL,Feb-2008,HNL,5322,540,5322,HNL,5322,294,5322,10644,90%,94%,
OAK,Feb-2008,OAK,5323,1114,5323,OAK,5315,1035,5315,10638,79%,81%,
OAK,May-2008,OAK,5310,1013,5310,OAK,5309,794,5309,10619,81%,85%,
FLL,Jun-2008,FLL,5314,1235,5314,FLL,5293,1047,5293,10607,77%,80%,
OAK,Jul-2008,OAK,5298,769,5298,OAK,5295,735,5295,10593,85%,86%,
MIA,Apr-2008,MIA,5285,1411,5285,MIA,5286,1317,5286,10571,73%,75%,
MIA,May-2008,MIA,5283,1240,5283,MIA,5279,1235,5279,10562,77%,77%,
STL,Oct-2008,STL,5285,623,5285,STL,5276,583,5276,10561,88%,89%,
FLL,Aug-2008,FLL,5287,1203,5287,FLL,5271,1050,5271,10558,77%,80%,
MCI,May-2008,MCI,5283,1131,5283,MCI,5268,928,5268,10551,79%,82%,
MIA,Dec-2008,MIA,5268,1636,5268,MIA,5268,1507,5268,10536,69%,71%,
PDX,Aug-2008,PDX,5267,912,5267,PDX,5249,650,5249,10516,83%,88%,
OAK,Jun-2008,OAK,5244,1257,5244,OAK,5239,1030,5239,10483,76%,80%,
FLL,Nov-2008,FLL,5242,923,5242,FLL,5227,767,5227,10469,82%,85%,
MCI,Apr-2008,MCI,5221,992,5221,MCI,5230,817,5230,10451,81%,84%,
RDU,Jan-2008,RDU,5220,1081,5220,RDU,5215,823,5215,10435,79%,84%,
MIA,Feb-2008,MIA,5194,1815,5194,MIA,5196,1650,5196,10390,65%,68%,
STL,Jan-2008,STL,5185,1067,5185,STL,5183,922,5183,10368,79%,82%,
OAK,Aug-2008,OAK,5180,675,5180,OAK,5177,656,5177,10357,87%,87%,
CLE,Jan-2008,CLE,5174,1209,5174,CLE,5160,950,5160,10334,77%,82%,
RDU,Aug-2008,RDU,5169,1150,5169,RDU,5156,971,5156,10325,78%,81%,
MCI,Jun-2008,MCI,5158,1398,5158,MCI,5155,1097,5155,10313,73%,79%,
PDX,Jun-2008,PDX,5136,1414,5136,PDX,5131,969,5131,10267,72%,81%,
CLE,Oct-2008,CLE,5126,572,5126,CLE,5124,420,5124,10250,89%,92%,
RDU,Jun-2008,RDU,5113,1492,5113,RDU,5099,1143,5099,10212,71%,78%,
STL,Apr-2008,STL,5090,970,5090,STL,5093,822,5093,10183,81%,84%,
RDU,May-2008,RDU,5089,903,5089,RDU,5082,762,5082,10171,82%,85%,
STL,Sep-2008,STL,5088,552,5088,STL,5082,545,5082,10170,89%,89%,
MIA,Aug-2008,MIA,5091,1553,5091,MIA,5074,1638,5074,10165,69%,68%,
MIA,Jul-2008,MIA,5083,1478,5083,MIA,5075,1628,5075,10158,71%,68%,
MIA,Nov-2008,MIA,5082,935,5082,MIA,5072,941,5072,10154,82%,81%,
SJC,Jul-2008,SJC,5081,728,5081,SJC,5071,547,5071,10152,86%,89%,
STL,Mar-2008,STL,5071,1318,5071,STL,5044,1196,5044,10115,74%,76%,
MCI,Jul-2008,MCI,5026,1025,5026,MCI,5026,816,5026,10052,80%,84%,
SJC,Aug-2008,SJC,4996,734,4996,SJC,4979,551,4979,9975,85%,89%,
RDU,Mar-2008,RDU,4975,1256,4975,RDU,4969,979,4969,9944,75%,80%,
SJC,Jun-2008,SJC,4947,1174,4947,SJC,4928,795,4928,9875,76%,84%,
BNA,May-2008,BNA,4926,913,4926,BNA,4925,857,4925,9851,81%,83%,
SJC,May-2008,SJC,4931,931,4931,SJC,4920,695,4920,9851,81%,86%,
MIA,Jun-2008,MIA,4927,1582,4927,MIA,4912,1624,4912,9839,68%,67%,
BNA,Jul-2008,BNA,4925,983,4925,BNA,4911,929,4911,9836,80%,81%,
OAK,Oct-2008,OAK,4912,395,4912,OAK,4905,478,4905,9817,92%,90%,
PDX,May-2008,PDX,4908,985,4908,PDX,4900,675,4900,9808,80%,86%,
MCI,Feb-2008,MCI,4890,1393,4890,MCI,4892,1149,4892,9782,72%,77%,
SJC,Jan-2008,SJC,4883,1270,4883,SJC,4880,1064,4880,9763,74%,78%,
RDU,Apr-2008,RDU,4885,1101,4885,RDU,4876,867,4876,9761,77%,82%,
BNA,Mar-2008,BNA,4880,1332,4880,BNA,4870,1225,4870,9750,73%,75%,
BNA,Jan-2008,BNA,4859,1087,4859,BNA,4851,913,4851,9710,78%,81%,
CLE,Feb-2008,CLE,4840,1445,4840,CLE,4822,1120,4822,9662,70%,77%,
PDX,Jan-2008,PDX,4820,1178,4820,PDX,4820,799,4820,9640,76%,83%,
SJC,Mar-2008,SJC,4816,954,4816,SJC,4808,795,4808,9624,80%,83%,
BNA,Jun-2008,BNA,4823,1213,4823,BNA,4791,1161,4791,9614,75%,76%,
PDX,Mar-2008,PDX,4804,1173,4804,PDX,4806,834,4806,9610,76%,83%,
BNA,Aug-2008,BNA,4808,833,4808,BNA,4784,770,4784,9592,83%,84%,
HNL,Jun-2008,HNL,4792,581,4792,HNL,4797,381,4797,9589,88%,92%,
BNA,Apr-2008,BNA,4791,974,4791,BNA,4778,820,4778,9569,80%,83%,
MIA,Oct-2008,MIA,4784,825,4784,MIA,4770,839,4770,9554,83%,82%,
HNL,Jul-2008,HNL,4775,742,4775,HNL,4778,530,4778,9553,84%,89%,
MCI,Aug-2008,MCI,4775,894,4775,MCI,4756,697,4756,9531,81%,85%,
RDU,Oct-2008,RDU,4760,643,4760,RDU,4759,551,4759,9519,86%,88%,
OAK,Sep-2008,OAK,4758,315,4758,OAK,4757,342,4757,9515,93%,93%,
HNL,Aug-2008,HNL,4753,548,4753,HNL,4756,378,4756,9509,88%,92%,
PDX,Apr-2008,PDX,4756,832,4756,PDX,4750,536,4750,9506,83%,89%,
HOU,Jul-2008,HOU,4751,828,4751,HOU,4748,970,4748,9499,83%,80%,
SMF,Jul-2008,SMF,4754,732,4754,SMF,4744,544,4744,9498,85%,89%,
HOU,Jan-2008,HOU,4730,885,4730,HOU,4726,981,4726,9456,81%,79%,
HOU,May-2008,HOU,4714,943,4714,HOU,4714,1071,4714,9428,80%,77%,
BNA,Oct-2008,BNA,4716,549,4716,BNA,4708,544,4708,9424,88%,88%,
HNL,Dec-2008,HNL,4704,929,4704,HNL,4712,749,4712,9416,80%,84%,
HOU,Aug-2008,HOU,4699,855,4699,HOU,4692,1009,4692,9391,82%,78%,
FLL,Oct-2008,FLL,4690,654,4690,FLL,4693,557,4693,9383,86%,88%,
STL,Dec-2008,STL,4698,1334,4698,STL,4685,1295,4685,9383,72%,72%,
SMF,May-2008,SMF,4685,880,4685,SMF,4675,712,4675,9360,81%,85%,
SMF,Jan-2008,SMF,4676,1184,4676,SMF,4678,1031,4678,9354,75%,78%,
RDU,Feb-2008,RDU,4681,1236,4681,RDU,4668,1004,4668,9349,74%,78%,
HOU,Mar-2008,HOU,4659,1379,4659,HOU,4673,1592,4673,9332,70%,66%,
SJC,Apr-2008,SJC,4666,664,4666,SJC,4664,514,4664,9330,86%,89%,
DAL,Apr-2008,DAL,4652,802,4652,DAL,4662,874,4662,9314,83%,81%,
SMF,Jun-2008,SMF,4653,1200,4653,SMF,4643,847,4643,9296,74%,82%,
HOU,Apr-2008,HOU,4644,845,4644,HOU,4645,1015,4645,9289,82%,78%,
DAL,Jan-2008,DAL,4640,745,4640,DAL,4642,843,4642,9282,84%,82%,
RDU,Sep-2008,RDU,4640,747,4640,RDU,4629,591,4629,9269,84%,87%,
DAL,May-2008,DAL,4619,921,4619,DAL,4640,1021,4640,9259,80%,78%,
HOU,Jun-2008,HOU,4609,1091,4609,HOU,4638,1316,4638,9247,76%,72%,
DAL,Jun-2008,DAL,4616,1096,4616,DAL,4629,1237,4629,9245,76%,73%,
PDX,Oct-2008,PDX,4615,549,4615,PDX,4612,340,4612,9227,88%,93%,
CLE,Sep-2008,CLE,4620,605,4620,CLE,4591,463,4591,9211,87%,90%,
SJC,Oct-2008,SJC,4610,399,4610,SJC,4600,353,4600,9210,91%,92%,
SMF,Mar-2008,SMF,4607,1087,4607,SMF,4600,845,4600,9207,76%,82%,
STL,Nov-2008,STL,4603,581,4603,STL,4599,560,4599,9202,87%,88%,
STL,Feb-2008,STL,4605,1306,4605,STL,4596,1196,4596,9201,72%,74%,
HOU,Oct-2008,HOU,4592,443,4592,HOU,4597,585,4597,9189,90%,87%,
SMF,Aug-2008,SMF,4603,754,4603,SMF,4585,586,4585,9188,84%,87%,
CLE,Dec-2008,CLE,4603,1267,4603,CLE,4582,1076,4582,9185,72%,77%,
BNA,Sep-2008,BNA,4582,477,4582,BNA,4576,471,4576,9158,90%,90%,
SMF,Apr-2008,SMF,4573,839,4573,SMF,4564,613,4564,9137,82%,87%,
MIA,Sep-2008,MIA,4562,787,4562,MIA,4564,770,4564,9126,83%,83%,
DAL,Mar-2008,DAL,4544,1194,4544,DAL,4560,1312,4560,9104,74%,71%,
RDU,Dec-2008,RDU,4558,1404,4558,RDU,4539,1092,4539,9097,69%,76%,
CLE,Nov-2008,CLE,4545,606,4545,CLE,4543,485,4543,9088,87%,89%,
SJC,Feb-2008,SJC,4548,1017,4548,SJC,4536,841,4536,9084,78%,81%,
BNA,Nov-2008,BNA,4519,565,4519,BNA,4516,552,4516,9035,87%,88%,
PDX,Sep-2008,PDX,4520,447,4520,PDX,4514,323,4514,9034,90%,93%,
HNL,Nov-2008,HNL,4500,480,4500,HNL,4505,344,4505,9005,89%,92%,
SJC,Sep-2008,SJC,4500,405,4500,SJC,4491,330,4491,8991,91%,93%,
PDX,Feb-2008,PDX,4479,989,4479,PDX,4496,697,4496,8975,78%,84%,
DAL,Jul-2008,DAL,4480,735,4480,DAL,4492,835,4492,8972,84%,81%,
AUS,Jun-2008,AUS,4490,1099,4490,AUS,4478,793,4478,8968,76%,82%,
BNA,Dec-2008,BNA,4473,1305,4473,BNA,4441,1176,4441,8914,71%,74%,
AUS,May-2008,AUS,4458,1017,4458,AUS,4442,741,4442,8900,77%,83%,
MCI,Oct-2008,MCI,4445,502,4445,MCI,4427,394,4427,8872,89%,91%,
BNA,Feb-2008,BNA,4441,1295,4441,BNA,4428,1191,4428,8869,71%,73%,
RDU,Nov-2008,RDU,4428,772,4428,RDU,4417,651,4417,8845,83%,85%,
HNL,May-2008,HNL,4413,566,4413,HNL,4419,411,4419,8832,87%,91%,
AUS,Jul-2008,AUS,4415,932,4415,AUS,4407,634,4407,8822,79%,86%,
HNL,Oct-2008,HNL,4382,524,4382,HNL,4381,353,4381,8763,88%,92%,
HNL,Apr-2008,HNL,4380,791,4380,HNL,4383,477,4383,8763,82%,89%,
DAL,Oct-2008,DAL,4377,431,4377,DAL,4375,629,4375,8752,90%,86%,
DAL,Aug-2008,DAL,4364,728,4364,DAL,4385,841,4385,8749,83%,81%,
HOU,Dec-2008,HOU,4372,1154,4372,HOU,4368,1322,4368,8740,74%,70%,
SMF,Feb-2008,SMF,4360,931,4360,SMF,4343,795,4343,8703,79%,82%,
HOU,Feb-2008,HOU,4327,1348,4327,HOU,4364,1446,4364,8691,69%,67%,
OAK,Nov-2008,OAK,4346,401,4346,OAK,4341,458,4341,8687,91%,89%,
AUS,Mar-2008,AUS,4338,1182,4338,AUS,4343,885,4343,8681,73%,80%,
HOU,Nov-2008,HOU,4328,493,4328,HOU,4330,595,4330,8658,89%,86%,
MCI,Sep-2008,MCI,4329,473,4329,MCI,4326,441,4326,8655,89%,90%,
FLL,Sep-2008,FLL,4320,578,4320,FLL,4321,442,4321,8641,87%,90%,
PDX,Nov-2008,PDX,4290,644,4290,PDX,4293,447,4293,8583,85%,90%,
OAK,Dec-2008,OAK,4270,1314,4270,OAK,4300,1275,4300,8570,69%,70%,
AUS,Jan-2008,AUS,4287,953,4287,AUS,4281,637,4281,8568,78%,85%,
DAL,Feb-2008,DAL,4266,995,4266,DAL,4264,1094,4264,8530,77%,74%,
MCI,Dec-2008,MCI,4263,1338,4263,MCI,4245,1151,4245,8508,69%,73%,
MKE,May-2008,MKE,4237,630,4237,MKE,4235,560,4235,8472,85%,87%,
MKE,Jul-2008,MKE,4226,763,4226,MKE,4225,750,4225,8451,82%,82%,
AUS,Aug-2008,AUS,4221,908,4221,AUS,4211,618,4211,8432,78%,85%,
MCI,Nov-2008,MCI,4188,551,4188,MCI,4182,448,4182,8370,87%,89%,
SJC,Nov-2008,SJC,4172,428,4172,SJC,4165,398,4165,8337,90%,90%,
PDX,Dec-2008,PDX,4162,1438,4162,PDX,4168,1224,4168,8330,65%,71%,
SJC,Dec-2008,SJC,4147,1161,4147,SJC,4177,992,4177,8324,72%,76%,
SNA,Jan-2008,SNA,4162,1014,4162,SNA,4148,827,4148,8310,76%,80%,
DAL,Dec-2008,DAL,4126,1044,4126,DAL,4142,1159,4142,8268,75%,72%,
AUS,Apr-2008,AUS,4131,844,4131,AUS,4129,581,4129,8260,80%,86%,
MKE,Jun-2008,MKE,4101,1059,4101,MKE,4116,1037,4116,8217,74%,75%,
SMF,Oct-2008,SMF,4104,410,4104,SMF,4094,372,4094,8198,90%,91%,
MKE,Aug-2008,MKE,4071,563,4071,MKE,4062,544,4062,8133,86%,87%,
SAT,Jul-2008,SAT,4060,810,4060,SAT,4039,645,4039,8099,80%,84%,
HNL,Mar-2008,HNL,4047,432,4047,HNL,4049,247,4049,8096,89%,94%,
HNL,Sep-2008,HNL,4042,308,4042,HNL,4042,175,4042,8084,92%,96%,
DAL,Nov-2008,DAL,4038,411,4038,DAL,4036,515,4036,8074,90%,87%,
SNA,Mar-2008,SNA,4039,824,4039,SNA,4026,619,4026,8065,80%,85%,
DAL,Sep-2008,DAL,4006,301,4006,DAL,4013,423,4013,8019,92%,89%,
SAT,Aug-2008,SAT,3990,809,3990,SAT,3984,556,3984,7974,80%,86%,
AUS,Feb-2008,AUS,3992,989,3992,AUS,3978,678,3978,7970,75%,83%,
SMF,Sep-2008,SMF,3982,344,3982,SMF,3981,299,3981,7963,91%,92%,
SNA,Jul-2008,SNA,3972,575,3972,SNA,3965,508,3965,7937,86%,87%,
SAT,May-2008,SAT,3962,914,3962,SAT,3946,635,3946,7908,77%,84%,
SNA,Aug-2008,SNA,3954,582,3954,SNA,3937,514,3937,7891,85%,87%,
SAT,Jun-2008,SAT,3951,998,3951,SAT,3939,709,3939,7890,75%,82%,
SNA,Apr-2008,SNA,3948,626,3948,SNA,3942,486,3942,7890,84%,88%,
SNA,May-2008,SNA,3927,685,3927,SNA,3926,598,3926,7853,83%,85%,
IND,Jul-2008,IND,3920,819,3920,IND,3924,594,3924,7844,79%,85%,
SAT,Mar-2008,SAT,3921,1112,3921,SAT,3910,816,3910,7831,72%,79%,
SNA,Feb-2008,SNA,3900,814,3900,SNA,3890,671,3890,7790,79%,83%,
SNA,Jun-2008,SNA,3891,826,3891,SNA,3867,663,3867,7758,79%,83%,
SAT,Jan-2008,SAT,3868,911,3868,SAT,3861,570,3861,7729,76%,85%,
SNA,Oct-2008,SNA,3848,345,3848,SNA,3848,345,3848,7696,91%,91%,
AUS,Oct-2008,AUS,3809,457,3809,AUS,3818,365,3818,7627,88%,90%,
ABQ,Jul-2008,ABQ,3796,627,3796,ABQ,3783,550,3783,7579,83%,85%,
SMF,Nov-2008,SMF,3785,486,3785,SMF,3780,437,3780,7565,87%,88%,
IND,Jun-2008,IND,3773,1009,3773,IND,3757,746,3757,7530,73%,80%,
MKE,Apr-2008,MKE,3754,739,3754,MKE,3770,631,3770,7524,80%,83%,
PIT,Jan-2008,PIT,3754,803,3754,PIT,3742,643,3742,7496,79%,83%,
SMF,Dec-2008,SMF,3745,1328,3745,SMF,3750,1061,3750,7495,65%,72%,
HOU,Sep-2008,HOU,3740,287,3740,HOU,3750,340,3750,7490,92%,91%,
IND,May-2008,IND,3739,655,3739,IND,3731,436,3731,7470,82%,88%,
SNA,Sep-2008,SNA,3715,344,3715,SNA,3719,311,3719,7434,91%,92%,
SAT,Apr-2008,SAT,3711,818,3711,SAT,3702,581,3702,7413,78%,84%,
ABQ,Jun-2008,ABQ,3697,902,3697,ABQ,3687,796,3687,7384,76%,78%,
SNA,Dec-2008,SNA,3661,1086,3661,SNA,3682,888,3682,7343,70%,76%,
IND,Mar-2008,IND,3679,998,3679,IND,3663,722,3663,7342,73%,80%,
ABQ,Aug-2008,ABQ,3667,676,3667,ABQ,3660,578,3660,7327,82%,84%,
ABQ,May-2008,ABQ,3658,754,3658,ABQ,3653,633,3653,7311,79%,83%,
PIT,Jul-2008,PIT,3659,871,3659,PIT,3646,707,3646,7305,76%,81%,
AUS,Sep-2008,AUS,3653,438,3653,AUS,3647,320,3647,7300,88%,91%,
PIT,Mar-2008,PIT,3650,987,3650,PIT,3637,778,3637,7287,73%,79%,
IND,Aug-2008,IND,3635,617,3635,IND,3631,448,3631,7266,83%,88%,
IND,Apr-2008,IND,3589,761,3589,IND,3575,481,3575,7164,79%,87%,
SAT,Feb-2008,SAT,3584,962,3584,SAT,3579,664,3579,7163,73%,81%,
SNA,Nov-2008,SNA,3578,352,3578,SNA,3583,380,3583,7161,90%,89%,
AUS,Dec-2008,AUS,3576,1010,3576,AUS,3569,769,3569,7145,72%,78%,
PIT,Apr-2008,PIT,3577,676,3577,PIT,3562,547,3562,7139,81%,85%,
SAT,Oct-2008,SAT,3562,432,3562,SAT,3558,316,3558,7120,88%,91%,
MSY,May-2008,MSY,3557,639,3557,MSY,3557,580,3557,7114,82%,84%,
PIT,Aug-2008,PIT,3547,721,3547,PIT,3530,585,3530,7077,80%,83%,
MSY,Mar-2008,MSY,3532,951,3532,MSY,3529,777,3529,7061,73%,78%,
PIT,May-2008,PIT,3531,611,3531,PIT,3521,496,3521,7052,83%,86%,
PIT,Jun-2008,PIT,3514,948,3514,PIT,3505,781,3505,7019,73%,78%,
IND,Jan-2008,IND,3501,838,3501,IND,3510,544,3510,7011,76%,85%,
